id,source_language,target_language,source,target,domain
220,en,ht,angry,fache,general
221,en,ht,animal,bèt,general
222,en,ht,answer,repons,general
223,en,ht,any,nenpòt,general
224,en,ht,appear,parèt,general
225,en,ht,apple,pòm,general
226,en,ht,area,zòn,general
227,en,ht,arm,bra,general
228,en,ht,around,alantou,general
229,en,ht,art,atik,general
230,en,ht,article,atik,general
231,en,ht,ask,mande,general
232,en,ht,attention,atansyon,general
233,en,ht,autumn,oton,general
234,en,ht,away,lwen,general
235,en,ht,back,tounen,general
236,en,ht,bag,bwat,general
237,en,ht,ball,boul,general
238,en,ht,bank,bank,general
239,en,ht,bar,bwa,general
240,en,ht,basic,baz,general
241,en,ht,basket,panier,general
242,en,ht,battle,batay,general
243,en,ht,beautiful,bèl,general
244,en,ht,because,paske,general
245,en,ht,become,tounen,general
246,en,ht,bed,kabann,general
247,en,ht,begin,kòmanse,general
248,en,ht,behind,dèyè,general
249,en,ht,believe,kwè,general
250,en,ht,below,anba,general
251,en,ht,best,meyè,general
252,en,ht,better,meyè,general
253,en,ht,between,ant,general
254,en,ht,bird,zòl,general
255,en,ht,birthday,anivèsè,general
256,en,ht,black,nwa,general
257,en,ht,blue,ble,general
258,en,ht,boat,bato,general
259,en,ht,body,kò,general
260,en,ht,bone,zo,general
261,en,ht,book,liv,general
262,en,ht,born,nè,general
263,en,ht,box,ka,general
264,en,ht,boy,gason,general
265,en,ht,break,kase,general
266,en,ht,bridge,pont,general
267,en,ht,busy,okipe,general
268,en,ht,but,men,general
269,en,ht,call,rele,general
270,en,ht,calm,kalme,general
271,en,ht,can,k kapab,general
272,en,ht,candy,sik,general
273,en,ht,capital,kapital,general
274,en,ht,care,swen,general
275,en,ht,carry,pote,general
276,en,ht,cat,chat,general
277,en,ht,cause,koz,general
278,en,ht,center,sant,general
279,en,ht,chair,chèz,general
280,en,ht,change,changement,general
281,en,ht,check,tcheke,general
282,en,ht,child,timoun,general
283,en,ht,choose,chwazi,general
284,en,ht,church,legliz,general
285,en,ht,city,vil,general
286,en,ht,class,klas,general
287,en,ht,clean,nètwaye,general
288,en,ht,clear,klè,general
289,en,ht,close,fèmen,general
290,en,ht,clothes,ròb,general
291,en,ht,cloud,nyaj,general
292,en,ht,club,klib,general
293,en,ht,coat,mantou,general
294,en,ht,cold,fè frèt,general
295,en,ht,color,koulè,general
296,en,ht,come,vini,general
297,en,ht,common, komen,general
298,en,ht,company,konpayi,general
299,en,ht,compare,konpare,general
300,en,ht,complete,konplè,general
301,en,ht,computer,òdinatè,general
302,en,ht,condition,kondisyon,general
303,en,ht,connect,konekte,general
304,en,ht,consider, konsidere,general
305,en,ht,continue, kontinye,general
306,en,ht,control,kontwòl,general
307,en,ht,cook,kwit manje,general
308,en,ht,cool,fè frèt,general
309,en,ht,copy,kopi,general
310,en,ht,cost,koute,general
311,en,ht,country,pays,general
312,en,ht,course,kou,general
313,en,ht,cover,kouvri,general
314,en,ht,create,kreye,general
315,en,ht,cross,kwaze,general
316,en,ht,culture,kilt,general
317,en,ht,current,aktyèl,general
318,en,ht,cut,koupe,general
319,en,ht,danger,danje,general
320,en,ht,dark,fè nwa,general
321,en,ht,date,dat,general
322,en,ht,daughter,fi,general
323,en,ht,day,jou,general
324,en,ht,dead,mouri,general
325,en,ht,deal,akò,general
326,en,ht,decide,deside,general
327,en,ht,deep,fon,general
328,en,ht,degree,degre,general
329,en,ht,delicious,delisye,general
330,en,ht,describe,dekri,general
331,en,ht,design,dizay,general
332,en,ht,detail,detay,general
333,en,ht,develop,devlope,general
334,en,ht,different,diferan,general
335,en,ht,difficult,difikil,general
336,en,ht,dinner,dine,general
337,en,ht,direction,direksyon,general
338,en,ht,dirty,sal,general
339,en,ht,discuss,diskite,general
340,en,ht,do,fè,general
341,en,ht,doctor,doktè,general
342,en,ht,dog,chen,general
343,en,ht,door, pòt,general
344,en,ht,double,double,general
345,en,ht,down,desann,general
346,en,ht,dream,rev,general
347,en,ht,drink,bwè,general
348,en,ht,drive,mennen,general
349,en,ht,dry,sèk,general
350,en,ht,duty,devoir,general
351,en,ht,each,chak,general
352,en,ht,early,tòt,general
353,en,ht,earth,tè,general
354,en,ht,easy,fasil,general
355,en,ht,eat,manje,general
356,en,ht,education,edukasyon,general
357,en,ht,effect,efè,general
358,en,ht,eight,uit,general
359,en,ht,either,youn,general
360,en,ht,electric,elektrik,general
361,en,ht,element,eleman,general
362,en,ht,else,lòt,general
363,en,ht,end,fini,general
364,en,ht,enemy,lènmi,general
365,en,ht,energy,ènèji,general
366,en,ht,enjoy,jwi,general
367,en,ht,enough,sifi,general
368,en,ht,enter,antre,general
369,en,ht,environment,anviwonman,general
370,en,ht,equal,egal,general
371,en,ht,equipment,ekipman,general
372,en,ht,escape,evade,general
373,en,ht,even,menm,general
374,en,ht,event,evènman,general
375,en,ht,ever,toujou,general
376,en,ht,every,chac,general
377,en,ht,example,egzanp,general
378,en,ht,excited,eksite,general
379,en,ht,exercise,egzèsis,general
380,en,ht,expect,atann,general
381,en,ht,experience,eksperyans,general
382,en,ht,eye,zye,general
383,en,ht,fact,fè,general
384,en,ht,fair,jis,general
385,en,ht,family,famiy,general
386,en,ht,fast,rapid,general
387,en,ht,father,papa,general
388,en,ht,fear,krent,general
389,en,ht,favorite,prefere,general
390,en,ht,fear,krent,general
391,en,ht,feel,santi,general
392,en,ht,fight,batay,general
393,en,ht,find,jwenn,general
394,en,ht,finish,fini,general
395,en,ht,fire,dife,general
396,en,ht,first,premye,general
397,en,ht,fish,pwason,general
398,en,ht,follow,suiv,general
399,en,ht,food,manje,general
400,en,ht,foot,pye,general
401,en,ht,ability,kapasite,general
402,en,ht,accept,aksepte,general
403,en,ht,accuse,akize,general
404,en,ht,achieve,reyalize,general
405,en,ht,action,aksyon,general
406,en,ht,active,aktif,general
407,en,ht,admit,admèt,general
408,en,ht,adopt,adopte,general
409,en,ht,advance,avans,general
410,en,ht,advantage,avantaj,general
411,en,ht,affect,afekte,general
412,en,ht,afford,pèmèt,general
413,en,ht,afternoon,apremidi,general
414,en,ht,again,ankò,general
415,en,ht,against,kont,general
416,en,ht,agree,dakò,general
417,en,ht,allow,pèmèt,general
418,en,ht,almost,prèske,general
419,en,ht,alone,sèl,general
420,en,ht,along,ansanm,general
421,en,ht,already,dèja,general
422,en,ht,although,mwenmen,general
423,en,ht,always,toujou,general
424,en,ht,amazing,etonan,general
425,en,ht,anger,kòlè,general
426,en,ht,animal,bèt,general
427,en,ht,announce,anonse,general
428,en,ht,answer,repons,general
429,en,ht,any,nenpòt,general
430,en,ht,appear,parèt,general
431,en,ht,apply,aplike,general
432,en,ht,appoint,nonmen,general
433,en,ht,approach,apwoche,general
434,en,ht,area,zòn,general
435,en,ht,argue,diskite,general
436,en,ht,arrange,aranje,general
437,en,ht,arrest,arest,general
438,en,ht,arrive,rive,general
439,en,ht,art,atik,general
440,en,ht,article,atik,general
441,en,ht,artist,atik,general
442,en,ht,ask,mande,general
443,en,ht,assist,ede,general
444,en,ht,attack,atake,general
445,en,ht,attend,patisipe,general
446,en,ht,attract,atire,general
447,en,ht,avoid,evite,general
448,en,ht,awake,revèy,general
449,en,ht,aware,okouran,general
450,en,ht,away,lwen,general
451,en,ht,baby,tibebe,general
452,en,ht,back,tounen,general
453,en,ht,bag,bwat,general
454,en,ht,balance,balans,general
455,en,ht,ball,boul,general
456,en,ht,band,groupe,general
457,en,ht,bank,bank,general
458,en,ht,bar,bw, general
459,en,ht,base,baz,general
460,en,ht,basic,bazik,general
461,en,ht,battle,batay,general
462,en,ht,beautiful,bèl,general
463,en,ht,begin,kòmanse,general
464,en,ht,believe,kwè,general
465,en,ht,bellow,ba,general
466,en,ht,bend,pliy,general
467,en,ht,beneath,anba,general
468,en,ht,best,meyè,general
469,en,ht,better,meyè,general
470,en,ht,beyond,pi lwen,general
471,en,ht,bill,bil,general
472,en,ht,bird,zòl,general
473,en,ht,birth,nè,general
474,en,ht,birthday,anivèsè,general
475,en,ht,bit,moso,general
476,en,ht,black,nwa,general
477,en,ht,block,blòk,general
478,en,ht,blood,sang,general
479,en,ht,blue,ble,general
480,en,ht,board,planch,general
481,en,ht,boat,bato,general
482,en,ht,bone,zo,general
483,en,ht,book,liv,general
484,en,ht,borrow,prete,general
485,en,ht,both, tou de,general
486,en,ht,bottle,botèy,general
487,en,ht,bottom, anba,general
488,en,ht,box,ka,general
489,en,ht,boy,gason,general
490,en,ht,brain,sèvo,general
491,en,ht,branch,branch,general
492,en,ht,brave,kouraj,general
493,en,ht,break,kase,general
494,en,ht,bright,klere,general
495,en,ht,bring,pote,general
496,en,ht,broad,laj,general
497,en,ht,broke,kase,general
498,en,ht,brother,frè,general
499,en,ht,build,bati,general
500,en,ht,bulb,bal,general
501,en,ht,burn,bouyi,general
502,en,ht,business,biznis,general
503,en,ht,busy,okipe,general
504,en,ht,but,men,general
505,en,ht,buy,achte,general
506,en,ht,by,pa,general
507,en,ht,call,rele,general
508,en,ht,calm,kalme,general
509,en,ht,can,k kapab,general
510,en,ht,camera,kamer,general
511,en,ht,camp,kamp,general
512,en,ht,canal,kanal,general
513,en,ht,cancel,anile,general
514,en,ht,candle,lanp,general
515,en,ht,cape,kouto,general
516,en,ht,capital,kapital,general
517,en,ht,car,machin,general
518,en,ht,card,kat,general
519,en,ht,care,swen,general
520,en,ht,career,karyè,general
521,en,ht,carry,pote,general
522,en,ht,case,ka,general
523,en,ht,cat,chat,general
524,en,ht,cause,koz,general
525,en,ht,ceiling,plafon,general
526,en,ht,center,sant,general
527,en,ht,century,syèk,general
528,en,ht,certain,sèten,general
529,en,ht,chance,chan,general
530,en,ht,change,changement,general
531,en,ht,charge,chaj,general
532,en,ht,check,tcheke,general
533,en,ht,child,timoun,general
534,en,ht,choose,chwazi,general
535,en,ht,church,legliz,general
536,en,ht,circle,sèk,general
537,en,ht,city,vil,general
538,en,ht,class,klas,general
539,en,ht,clean,nètwaye,general
540,en,ht,clear,klè,general
541,en,ht,climb,mòn,general
542,en,ht,clock,revèy,general
543,en,ht,close,fèmen,general
544,en,ht,cloth,ròb,general
545,en,ht,cloud,nyaj,general
546,en,ht,club,klib,general
547,en,ht,coach,antrenè,general
548,en,ht,coast,kòt,general
549,en,ht,cold,fè frèt,general
550,en,ht,color,koulè,general
551,en,ht,come,vini,general
552,en,ht,comfort,konfò,general
553,en,ht,command,kommàn,general
554,en,ht,common,komen,general
555,en,ht,company,konpayi,general
556,en,ht,compare,konpare,general
557,en,ht,complete,konplè,general
558,en,ht,computer,òdinatè,general
559,en,ht,concern,ensèk,general
560,en,ht,condition,kondisyon,general
561,en,ht,connect,konekte,general
562,en,ht,consider, konsidere,general
563,en,ht,contain,gen ladan,general
564,en,ht,continue, kontinye,general
565,en,ht,control,kontwòl,general
566,en,ht,cook,kwit manje,general
567,en,ht,cool,fè frèt,general
568,en,ht,copy,kopi,general
569,en,ht,cost,koute,general
570,en,ht,country,pays,general
571,en,ht,couple,couple,general
572,en,ht,courage,kouraj,general
573,en,ht,course,kou,general
574,en,ht,cover,kouvri,general
575,en,ht,create,kreye,general
576,en,ht,cross,kwaze,general
577,en,ht,crowd,foul,general
578,en,ht,cry,plenyen,general
579,en,ht,cut,koupe,general
580,en,ht,danger,danje,general
581,en,ht,dark,fè nwa,general
582,en,ht,date,dat,general
583,en,ht,daughter,fi,general
584,en,ht,day,jou,general
585,en,ht,dead,mouri,general
586,en,ht,deal,akò,general
587,en,ht,decide,deside,general
588,en,ht,deep,fon,general
589,en,ht,degree,degre,general
590,en,ht,delay,reta,general
591,en,ht,deliver,livre,general
592,en,ht,demand,mande,general
593,en,ht,depend,depanse,general
594,en,ht,describe,dekri,general
595,en,ht,design,dizay,general
596,en,ht,detail,detay,general
597,en,ht,develop,devlope,general
598,en,ht,different,diferan,general
599,en,ht,difficult,difikil,general
600,en,ht,discover,dekouvri,general
601,en,ht,ability,kapasite,general
602,en,ht,abroad,aletranje,general
603,en,ht,absence,absans,general
604,en,ht,absolute,absoli,general
605,en,ht,acceptance,akseptasyon,general
606,en,ht,accountant,kontab,general
607,en,ht,achieve,reyalize,general
608,en,ht,acquire,aksevwa,general
609,en,ht,adapt,adapte,general
610,en,ht,adventure,avantur,general
611,en,ht,advertise,piblisite,general
612,en,ht,advice,konsèy,general
613,en,ht,affair,afè,general
614,en,ht,affection,afeksyon,general
615,en,ht,afternoon,apremidi,general
616,en,ht,agenda,ajanda,general
617,en,ht,agent,ajan,general
618,en,ht,agree,dakò,general
619,en,ht,air,le,general
620,en,ht,airport,ayewopò,general
621,en,ht,alarm,alarme,general
622,en,ht,album,albòm,general
623,en,ht,alert,alarme,general
624,en,ht,allow,pèmèt,general
625,en,ht,alter,chanje,general
626,en,ht,alternative,altènatif,general
627,en,ht,amazing,etonan,general
628,en,ht,ambition,ambi,general
629,en,ht,amount,montan,general
630,en,ht,analysis,analiz,general
631,en,ht,anger,kòlè,general
632,en,ht,angle,ang,general
633,en,ht,animal,bèt,general
634,en,ht,announce,anonse,general
635,en,ht,annual,anyèl,general
636,en,ht,answer,repons,general
637,en,ht,anticipate,prevwa,general
638,en,ht,anxiety,enkyetid,general
639,en,ht,apartment,apartment,general
640,en,ht,apologize,mande padon,general
641,en,ht,appear,parèt,general
642,en,ht,appoint,nonmen,general
643,en,ht,appreciate,apresye,general
644,en,ht,approach,apwoche,general
645,en,ht,approve,apwouve,general
646,en,ht,area,zòn,general
647,en,ht,argue,diskite,general
648,en,ht,arise,soti,general
649,en,ht,arrange,aranje,general
650,en,ht,arrest,arest,general
651,en,ht,arrival,arive,general
652,en,ht,article,atik,general
653,en,ht,artist,atik,general
654,en,ht,aspect,aspè,general
655,en,ht,assess,evalye,general
656,en,ht,assign,asiyen,general
657,en,ht,assist,ede,general
658,en,ht,assume,sipoze,general
659,en,ht,assure,asire,general
660,en,ht,astonish,etone,general
661,en,ht,attach,tache,general
662,en,ht,attempt,tantativ,general
663,en,ht,attend,patisipe,general
664,en,ht,attract,atire,general
665,en,ht,author,otè,general
666,en,ht,average,mwayèn,general
667,en,ht,avoid,evite,general
668,en,ht,awake,revèy,general
669,en,ht,award,pri,general
670,en,ht,aware,okouran,general
671,en,ht,baby,tibebe,general
672,en,ht,back,tounen,general
673,en,ht,balance,balans,general
674,en,ht,ball,boul,general
675,en,ht,ban,bann,general
676,en,ht,band,groupe,general
677,en,ht,bank,bank,general
678,en,ht,bar,bwa,general
679,en,ht,basic,bazik,general
680,en,ht,battle,batay,general
681,en,ht,beauty,bèlte,general
682,en,ht,became,tounen,general
683,en,ht,begin,kòmanse,general
684,en,ht,behavior,konpòtman,general
685,en,ht,belief,kwè,general
686,en,ht,belong,apte,general
687,en,ht,benefit,benefis,general
688,en,ht,beyond,pi lwen,general
689,en,ht,bicycle,bisiklèt,general
690,en,ht,bill,bil,general
691,en,ht,bird,zòl,general
692,en,ht,block,blòk,general
693,en,ht,board,planch,general
694,en,ht,boat,bato,general
695,en,ht,bone,zo,general
696,en,ht,book,liv,general
697,en,ht,borrow,prete,general
698,en,ht,bother,deranje,general
699,en,ht,bottle,botèy,general
700,en,ht,bottom,anba,general
701,en,ht,bowl,bòl,general
702,en,ht,branch,branch,general
703,en,ht,brave,kouraj,general
704,en,ht,break,kase,general
705,en,ht,bright,klere,general
706,en,ht,bring,pote,general
707,en,ht,broad,laj,general
708,en,ht,brother,frè,general
709,en,ht,budget,bidjè,general
710,en,ht,build,bati,general
711,en,ht,bullet,boulèt,general
712,en,ht,business,biznis,general
713,en,ht,busy,okipe,general
714,en,ht,but,men,general
715,en,ht,button, bouton,general
716,en,ht,by,pa,general
717,en,ht,cable,kab,general
718,en,ht,cake,gato,general
719,en,ht,calculate, kalkile,general
720,en,ht,call,rele,general
721,en,ht,calm,kalme,general
722,en,ht,camera,kamer,general
723,en,ht,camp,kamp,general
724,en,ht,cancel,anile,general
725,en,ht,candidate,kandida,general
726,en,ht,candy,sik,general
727,en,ht,capital,kapital,general
728,en,ht,care,swen,general
729,en,ht,career,karyè,general
730,en,ht,carry,pote,general
731,en,ht,case,ka,general
732,en,ht,cash,lajan kach,general
733,en,ht,cast,jete,general
734,en,ht,catch,atrape,general
735,en,ht,cause,koz,general
736,en,ht,celebrate,selebre,general
737,en,ht,center,sant,general
738,en,ht,century,syèk,general
739,en,ht,certain,sèten,general
740,en,ht,chair,chèz,general
741,en,ht,challenge,defi,general
742,en,ht,change,changement,general
743,en,ht,character,karaktè,general
744,en,ht,charity,charite,general
745,en,ht,chart,tabl,general
746,en,ht,check,tcheke,general
747,en,ht,cheer,kè kontan,general
748,en,ht,child,timoun,general
749,en,ht,choice,chwazi,general
750,en,ht,choose,chwazi,general
751,en,ht,church,legliz,general
752,en,ht,circle,sèk,general
753,en,ht,civil,sivil,general
754,en,ht,claim,revandike,general
755,en,ht,class,klas,general
756,en,ht,clean,nètwaye,general
757,en,ht,clear,klè,general
758,en,ht,climb,mòn,general
759,en,ht,clock,revèy,general
760,en,ht,close,fèmen,general
761,en,ht,clothes,ròb,general
762,en,ht,cloud,nyaj,general
763,en,ht,club,klib,general
764,en,ht,coach,antrenè,general
765,en,ht,coast,kòt,general
766,en,ht,cold,fè frèt,general
767,en,ht,color,koulè,general
768,en,ht,combine,konbine,general
769,en,ht,come,vini,general
770,en,ht,comfort,konfò,general
771,en,ht,command,kommàn,general
772,en,ht,comment,komantè,general
773,en,ht,common,komen,general
774,en,ht,company,konpayi,general
775,en,ht,compare,konpare,general
776,en,ht,complete,konplè,general
777,en,ht,complex,konplèks,general
778,en,ht,compose,konpoze,general
779,en,ht,concern,ensèk,general
780,en,ht,condition,kondisyon,general
781,en,ht,confirm,konfime,general
782,en,ht,connect,konekte,general
783,en,ht,consider,konsidere,general
784,en,ht,consist,konpoze,general
785,en,ht,construct,konstwi,general
786,en,ht,contain,gen ladan,general
787,en,ht,continue,kontinye,general
788,en,ht,control,kontwòl,general
789,en,ht,convert,konvèti,general
790,en,ht,cook,kwit manje,general
791,en,ht,cool,fè frèt,general
792,en,ht,copy,kopi,general
793,en,ht,correct,kòrèk,general
794,en,ht,cover,kouvri,general
795,en,ht,create,kreye,general
796,en,ht,crime,krim,general
797,en,ht,critic,kritik,general
798,en,ht,cry,plenyen,general
799,en,ht,culture,kilt,general
800,en,ht,curious,kireye,general
801,en,ht,daily,chak jou,general
802,en,ht,dangerous,danje,general
803,en,ht,decade,dèkad,general
804,en,ht,decide,deside,general
805,en,ht,decline,refize,general
806,en,ht,decrease,diminye,general
807,en,ht,deep,fon,general
808,en,ht,defend,defann,general
809,en,ht,define,defini,general
810,en,ht,degree,degre,general
811,en,ht,delay,reta,general
812,en,ht,deliver,livre,general
813,en,ht,demand,mande,general
814,en,ht,democracy,demokrasi,general
815,en,ht,demonstrate,demonstre,general
816,en,ht,dense,dans,general
817,en,ht,dental,dantal,general
818,en,ht,depend,depanse,general
819,en,ht,deposit,depoze,general
820,en,ht,describe,dekri,general
821,en,ht,design,dizay,general
822,en,ht,desire,dezi,general
823,en,ht,desk,bureau,general
824,en,ht,destroy,detwi,general
825,en,ht,detail,detay,general
826,en,ht,detect,dete,general
827,en,ht,develop,devlope,general
828,en,ht,device,aparèy,general
829,en,ht,devote,dedik,general
830,en,ht,diamond,dyaman,general
831,en,ht,dictate,dikte,general
832,en,ht,differ,diferan,general
833,en,ht,difficult,difikil,general
834,en,ht,digital,dijital,general
835,en,ht,dimension,dimansyon,general
836,en,ht,dinner,dine,general
837,en,ht,direct,direk,general
838,en,ht,direction,direksyon,general
839,en,ht,dirt,sal,general
840,en,ht,disagree,pa dakò,general
841,en,ht,discover,dekouvri,general
842,en,ht,disease,malsan,general
843,en,ht,display,afiche,general
844,en,ht,distance,distans,general
845,en,ht,distant,lwen,general
846,en,ht,distinct,distenk,general
847,en,ht,distinguish,diferansye,general
848,en,ht,distribute,distribye,general
849,en,ht,divide,divize,general
850,en,ht,doctor,doktè,general
851,en,ht,document,dokiman,general
852,en,ht,dollar,dola,general
853,en,ht,domain,domen,general
854,en,ht,domestic,domestik,general
855,en,ht,dominant,dominant,general
856,en,ht,door, pòt,general
857,en,ht,double,double,general
858,en,ht,doubt,dwèt,general
859,en,ht,down,desann,general
860,en,ht,dozen,douzèn,general
861,en,ht,drag,trennen,general
862,en,ht,drama,drama,general
863,en,ht,draw,dwe,general
864,en,ht,dream,rev,general
865,en,ht,dress,ròb,general
866,en,ht,drink,bwè,general
867,en,ht,drive,mennen,general
868,en,ht,drop,tonbe,general
869,en,ht,dry,sèk,general
870,en,ht,due,akò,general
871,en,ht,dull,sou,general
872,en,ht,dump,jete,general
873,en,ht,during,pandan,general
874,en,ht,dust,pousyè,general
875,en,ht,duty,devoir,general
876,en,ht,dynamic,dinamik,general
877,en,ht,eager,anvi,general
878,en,ht,ear,zòrèy,general
879,en,ht,early,tòt,general
880,en,ht,earn,revni,general
881,en,ht,earth,tè,general
882,en,ht,easy,fasil,general
883,en,ht,eat,manje,general
884,en,ht,economy,ekonomi,general
885,en,ht,edge,bò,general
