id,source_language,target_language,source,target,domain
98,en,ht,Do you have seasonal allergies?,Èske ou gen alèji sezonye?,healthcare
99,en,ht,Do you have hives?,Èske ou gen gratèl sou po?,healthcare
100,en,ht,Have you had recent weight changes?,Èske ou fè chanjman nan pwa dènyèman?,healthcare
101,en,ht,Do you have recent fever?,Èske ou gen lafyèv dènyèman?,healthcare
102,en,ht,Do you have chills?,Èske ou gen frison?,healthcare
103,en,ht,Do you have night sweats?,Èske ou swe nan mitan lannwit?,healthcare
104,en,ht,Do you have unexplained bruising?,Èske ou gen siy senyen san rezon?,healthcare
105,en,ht,Do you have unusual bleeding?,Èske ou gen senyen etranj?,healthcare
106,en,ht,Do you have a lump or swelling?,Èske ou gen yon boul oswa anflamasyon?,healthcare
107,en,ht,Do you have any eye pain?,Èske ou gen doulè nan je?,healthcare
108,en,ht,Do you have blurry vision?,Èske ou wè flou?,healthcare
109,en,ht,Do you have double vision?,Èske ou wè doub?,healthcare
110,en,ht,Do you have eye discharge?,Èske ou gen likid nan je?,healthcare
111,en,ht,Do you have ear pain?,Èske ou gen doulè nan zòrèy?,healthcare
112,en,ht,Do you have ear discharge?,Èske ou gen likid nan zòrèy?,healthcare
113,en,ht,Do you have ringing in your ears?,Èske ou tande son nan zòrèy ou?,healthcare
114,en,ht,Do you have hearing loss?,Èske ou pèdi kapasite tande?,healthcare
115,en,ht,Do you have sinus pain?,Èske ou gen doulè nan senis?,healthcare
116,en,ht,Do you have nasal congestion?,Èske ou gen nen bouche?,healthcare
117,en,ht,Do you have nosebleeds?,Èske ou gen nen senyen?,healthcare
118,en,ht,Do you have a sore mouth?,Èske ou gen bouch fè mal?,healthcare
119,en,ht,Do you have gum problems?,Èske ou gen pwoblèm nan jansiv?,healthcare
120,en,ht,Do you have dental pain?,Èske ou gen doulè nan dan?,healthcare
121,en,ht,Do you have difficulty swallowing food?,Èske ou gen difikilte pou vale manje?,healthcare
122,en,ht,Do you have acid reflux?,Èske ou gen reflèks asid?,healthcare
123,en,ht,Do you have heartburn?,Èske ou gen doulè nan lestomak ak pwatrin?,healthcare
124,en,ht,Do you have abdominal bloating?,Èske vant ou gonfle?,healthcare
125,en,ht,Do you have nausea after eating?,Èske ou gen kè plen apre manje?,healthcare
126,en,ht,Do you vomit after eating?,Èske ou vomi apre manje?,healthcare
127,en,ht,Do you have diarrhea after meals?,Èske ou gen dyare apre manje?,healthcare
128,en,ht,Do you have constipation?,Èske ou gen konstipasyon?,healthcare
129,en,ht,Do you have blood in stool?,Èske ou gen san nan poupou?,healthcare
130,en,ht,Do you have black stools?,Èske ou gen poupou nwa?,healthcare
131,en,ht,Do you have urinary problems?,Èske ou gen pwoblèm pipi?,healthcare
132,en,ht,Do you have pain during urination?,Èske ou gen doulè lè w ap pipi?,healthcare
133,en,ht,Do you urinate frequently?,Èske ou pipi souvan?,healthcare
134,en,ht,Do you have blood in urine?,Èske ou gen san nan pipi?,healthcare
135,en,ht,Do you have difficulty controlling urine?,Èske ou gen pwoblèm pou kontwole pipi?,healthcare
136,en,ht,Do you have sexual health concerns?,Èske ou gen pwoblèm sante seksyèl?,healthcare
137,en,ht,Do you have menstrual problems?,Èske ou gen pwoblèm règ?,healthcare
138,en,ht,Do you have vaginal discharge?,Èske ou gen likid nan vajen?,healthcare
139,en,ht,Do you have vaginal itching?,Èske ou gen gratèl nan vajen?,healthcare
140,en,ht,Do you have vaginal pain?,Èske ou gen doulè nan vajen?,healthcare
141,en,ht,Do you have breast pain?,Èske ou gen doulè nan tete?,healthcare
142,en,ht,Do you have lumps in your breasts?,Èske ou gen boul nan tete?,healthcare
143,en,ht,Do you have nipple discharge?,Èske ou gen likid soti nan tete?,healthcare
144,en,ht,Do you have hot flashes?,Èske ou gen chalè souvan?,healthcare
145,en,ht,Do you have mood swings?,Èske ou gen chanjman nan dispozisyon?,healthcare
146,en,ht,Do you have anxiety attacks?,Èske ou gen kriz enkyetid?,healthcare
147,en,ht,Do you have depression symptoms?,Èske ou gen sentòm depresyon?,healthcare
148,en,ht,Do you have memory problems?,Èske ou gen pwoblèm memwa?,healthcare
149,en,ht,Do you have difficulty concentrating?,Èske ou gen difikilte pou konsantre?,healthcare
150,en,ht,Do you have headaches frequently?,Èske ou gen maltèt souvan?,healthcare
151,en,ht,Do you have migraines?,Èske ou gen migrèn?,healthcare
152,en,ht,Do you have seizures?,Èske ou gen kriz konvulsif?,healthcare
153,en,ht,Do you have tremors?,Èske ou gen tranbleman?,healthcare
154,en,ht,Do you have numbness in your hands or feet?,Èske ou gen sansasyon pike nan men oswa pye?,healthcare
155,en,ht,Do you have muscle weakness?,Èske ou gen feblès nan misk?,healthcare
156,en,ht,Do you have joint stiffness?,Èske ou gen raide nan jwenti?,healthcare
157,en,ht,Do you have swelling in your joints?,Èske ou gen anflamasyon nan jwenti?,healthcare
158,en,ht,Do you have skin rashes?,Èske ou gen gratèl sou po?,healthcare
159,en,ht,Do you have itching?,Èske ou gen gratèl?,healthcare
160,en,ht,Do you have bruises?,Èske ou gen siy senyen?,healthcare
161,en,ht,Do you have recent infections?,Èske ou te gen enfeksyon dènyèman?,healthcare
162,en,ht,Do you have tuberculosis symptoms?,Èske ou gen sentòm tibèkiloz?,healthcare
163,en,ht,Do you have HIV/AIDS concerns?,Èske ou gen enkyetid sou VIH/SIDA?,healthcare
164,en,ht,Do you have hepatitis symptoms?,Èske ou gen sentòm epatit?,healthcare
165,en,ht,Do you have chest tightness?,Èske ou gen tansyon nan pwatrin?,healthcare
166,en,ht,Do you have palpitations?,Èske ou gen batman kè rapid?,healthcare
167,en,ht,Do you have swelling in your legs?,Èske ou gen anflamasyon nan janm?,healthcare
168,en,ht,Do you have varicose veins?,Èske ou gen venn varis?,healthcare
169,en,ht,Do you have dizziness when standing up?,Èske ou santi tèt ou vire lè w leve?,healthcare
170,en,ht,Do you have fainting episodes?,Èske ou gen epizòd kote ou pèdi konesans?,healthcare
171,en,ht,Do you have numbness or tingling?,Èske ou gen pike oswa pipi?,healthcare
172,en,ht,Do you have difficulty walking?,Èske ou gen difikilte pou mache?,healthcare
173,en,ht,Do you have tremors?,Èske ou gen tranbleman?,healthcare
174,en,ht,Do you have weakness in your arms or legs?,Èske ou gen feblès nan bra oswa janm?,healthcare
175,en,ht,Do you have memory loss?,Èske ou gen pèt memwa?,healthcare
176,en,ht,Do you have confusion?,Èske ou konfonn?,healthcare
177,en,ht,Do you have difficulty speaking?,Èske ou gen difikilte pou pale?,healthcare
178,en,ht,Do you have trouble understanding speech?,Èske ou gen difikilte pou konprann pale?,healthcare
179,en,ht,Do you have balance problems?,Èske ou gen pwoblèm balans?,healthcare
180,en,ht,Do you have coordination problems?,Èske ou gen pwoblèm kowòdinasyon?,healthcare
181,en,ht,Do you have numbness in your face?,Èske ou gen sansasyon pike nan figi?,healthcare
182,en,ht,Do you have eye pain?,Èske ou gen doulè nan je?,healthcare
183,en,ht,Do you have vision changes?,Èske ou gen chanjman vizyon?,healthcare
184,en,ht,Do you have floaters in your eyes?,Èske ou wè tach nan je?,healthcare
185,en,ht,Do you have hearing loss?,Èske ou gen pèdi tande?,healthcare
186,en,ht,Do you have ringing in ears?,Èske ou tande sifle nan zòrèy?,healthcare
187,en,ht,Do you have ear pain?,Èske ou gen doulè nan zòrèy?,healthcare
188,en,ht,Do you have sinus pressure?,Èske ou gen presyon nan nen?,healthcare
189,en,ht,Do you have nasal congestion?,Èske ou gen nen bouche?,healthcare
190,en,ht,Do you have nosebleeds?,Èske ou gen nen senyen?,healthcare
191,en,ht,Do you have sore throat?,Èske ou gen gòj fè mal?,healthcare
192,en,ht,Do you have difficulty swallowing?,Èske ou gen difikilte pou vale?,healthcare
193,en,ht,Do you have acid reflux?,Èske ou gen reflèks asid?,healthcare
194,en,ht,Do you have heartburn?,Èske ou gen doulè nan lestomak ak pwatrin?,healthcare
195,en,ht,Do you have abdominal pain?,Èske ou gen doulè nan vant?,healthcare
196,en,ht,Do you have bloating?,Èske ou gonfle?,healthcare
197,en,ht,Do you have nausea?,Èske ou gen kè plen?,healthcare
198,en,ht,Do you have vomiting?,Èske ou vomi?,healthcare
199,en,ht,Do you have diarrhea?,Èske ou gen dyare?,healthcare
200,en,ht,Do you understand the treatment plan?,Èske ou konprann plan tretman an?,healthcare
201,en,ht,Do you have difficulty breathing when lying down?,Èske ou gen difikilte pou respire lè w kouche?,healthcare
202,en,ht,Do you experience wheezing at night?,Èske ou gen sifle nan lestomak nan mitan lannwit?,healthcare
203,en,ht,Do you experience chest tightness during exercise?,Èske ou santi tansyon nan pwatrin pandan w ap fè egzèsis?,healthcare
204,en,ht,Do you have frequent headaches?,Èske ou gen maltèt souvan?,healthcare
205,en,ht,Do you experience dizziness with movement?,Èske ou santi tèt vire lè w ap deplase?,healthcare
206,en,ht,Do you experience shortness of breath when walking?,Èske ou gen kout souf lè w ap mache?,healthcare
207,en,ht,Do you experience rapid heartbeat?,Èske ou gen batman kè rapid?,healthcare
208,en,ht,Do you have swelling in your ankles?,Èske ou gen anflamasyon nan cheviy?,healthcare
209,en,ht,Do you have leg cramps?,Èske ou gen kranp nan janm?,healthcare
210,en,ht,Do you experience night-time urination?,Èske ou pipi nan mitan lannwit?,healthcare
211,en,ht,Do you have blood clots?,Èske ou gen tòk nan san?,healthcare
212,en,ht,Do you have frequent infections?,Èske ou gen enfeksyon souvan?,healthcare
213,en,ht,Do you experience fatigue during the day?,Èske ou santi w fatige pandan jounen an?,healthcare
214,en,ht,Do you have difficulty sleeping at night?,Èske ou gen pwoblèm dòmi nan mitan lannwit?,healthcare
215,en,ht,Do you snore while sleeping?,Èske ou ronfle pandan w ap dòmi?,healthcare
216,en,ht,Do you have a history of strokes?,Èske ou gen istwa konjesyon serebral?,healthcare
217,en,ht,Do you have seizures or convulsions?,Èske ou gen kriz oswa konvulsif?,healthcare
218,en,ht,Do you experience memory loss?,Èske ou gen pèt memwa?,healthcare
219,en,ht,Do you have confusion or disorientation?,Èske ou konfonn oswa dezoryante?,healthcare
220,en,ht,Do you have difficulty speaking clearly?,Èske ou gen difikilte pou pale klè?,healthcare
221,en,ht,Do you have numbness in your arms or legs?,Èske ou gen pèt sansasyon nan bra oswa janm?,healthcare
222,en,ht,Do you experience tingling sensations?,Èske ou santi pike oswa fourmilman?,healthcare
223,en,ht,Do you have tremors in hands?,Èske ou gen tranbleman nan men?,healthcare
224,en,ht,Do you have muscle weakness?,Èske ou gen feblès nan misk?,healthcare
225,en,ht,Do you experience muscle pain or cramps?,Èske ou gen doulè oswa kranp nan misk?,healthcare
226,en,ht,Do you have joint pain or stiffness?,Èske ou gen doulè oswa raide nan jwenti?,healthcare
227,en,ht,Do you have swelling in your joints?,Èske ou gen anflamasyon nan jwenti?,healthcare
228,en,ht,Do you experience redness or warmth in joints?,Èske ou wè woujè oswa chalè nan jwenti?,healthcare
229,en,ht,Do you have back pain that worsens with activity?,Èske ou gen doulè nan do ki vin pi mal ak aktivite?,healthcare
230,en,ht,Do you experience limited range of motion?,Èske ou gen limit nan mouvman?,healthcare
231,en,ht,Do you have osteoporosis?,Èske ou gen osteyopowoz?,healthcare
232,en,ht,Do you have a history of fractures?,Èske ou gen istwa kase zo?,healthcare
233,en,ht,Do you have diabetes-related complications?,Èske ou gen konplikasyon ki gen rapò ak dyabèt?,healthcare
234,en,ht,Do you have frequent urination due to diabetes?,Èske ou pipi souvan akòz dyabèt?,healthcare
235,en,ht,Do you have uncontrolled blood sugar levels?,Èske ou gen nivo sik nan san ki pa kontwole?,healthcare
236,en,ht,Do you check your blood sugar regularly?,Èske ou mezire sik nan san ou regilyèman?,healthcare
237,en,ht,Do you experience blurred vision due to diabetes?,Èske ou wè flou akòz dyabèt?,healthcare
238,en,ht,Do you have neuropathy symptoms?,Èske ou gen sentòm nevròpati?,healthcare
239,en,ht,Do you have foot ulcers?,Èske ou gen blesi nan pye?,healthcare
240,en,ht,Do you inspect your feet daily?,Èske ou tcheke pye ou chak jou?,healthcare
241,en,ht,Do you have high cholesterol?,Èske ou gen kolestewòl wo?,healthcare
242,en,ht,Do you take medication for cholesterol?,Èske ou pran medikaman pou kolestewòl?,healthcare
243,en,ht,Do you follow a low-fat diet?,Èske ou swiv yon rejim alimantè ki ba nan grès?,healthcare
244,en,ht,Do you exercise to control cholesterol?,Èske ou fè egzèsis pou kontwole kolestewòl?,healthcare
245,en,ht,Do you experience chest pain with exertion?,Èske ou gen doulè nan pwatrin pandan egzèsis?,healthcare
246,en,ht,Do you have a history of heart attacks?,Èske ou gen istwa kriz kadyak?,healthcare
247,en,ht,Do you experience palpitations or irregular heartbeat?,Èske ou gen batman kè rapid oswa iregilye?,healthcare
248,en,ht,Do you take blood pressure medication?,Èske ou pran medikaman pou tansyon?,healthcare
249,en,ht,Do you monitor your blood pressure at home?,Èske ou kontwole tansyon lakay?,healthcare
250,en,ht,Do you experience headaches due to high blood pressure?,Èske ou gen maltèt akòz tansyon wo?,healthcare
251,en,ht,Do you have swelling in your legs due to heart problems?,Èske ou gen anflamasyon nan janm akòz pwoblèm kè?,healthcare
252,en,ht,Do you have shortness of breath during activity?,Èske ou gen kout souf pandan aktivite?,healthcare
253,en,ht,Do you experience fainting spells?,Èske ou gen epizòd kote ou pèdi konesans?,healthcare
254,en,ht,Do you have sleep apnea symptoms?,Èske ou gen sentòm apne dòmi?,healthcare
255,en,ht,Do you snore loudly at night?,Èske ou ronfle fò nan mitan lannwit?,healthcare
256,en,ht,Do you experience restless legs at night?,Èske ou gen janm ki pa kalme nan mitan lannwit?,healthcare
257,en,ht,Do you have anemia?,Èske ou gen anemi?,healthcare
258,en,ht,Do you feel fatigued due to low blood count?,Èske ou santi w fatige akòz kantite san ki ba?,healthcare
259,en,ht,Do you bruise easily?,Èske ou fasil fè siy senyen?,healthcare
260,en,ht,Do you have nosebleeds?,Èske ou gen nen senyen?,healthcare
261,en,ht,Do you have bleeding gums?,Èske ou gen jansiv ki senyen?,healthcare
262,en,ht,Do you have infections more often?,Èske ou gen enfeksyon plis souvan?,healthcare
263,en,ht,Do you take iron supplements?,Èske ou pran sipleman fè?,healthcare
264,en,ht,Do you have vitamin deficiencies?,Èske ou gen defisyans vitamin?,healthcare
265,en,ht,Do you take vitamin supplements?,Èske ou pran sipleman vitamin?,healthcare
266,en,ht,Do you have digestive issues?,Èske ou gen pwoblèm dijestif?,healthcare
267,en,ht,Do you experience bloating?,Èske ou gonfle?,healthcare
268,en,ht,Do you experience gas frequently?,Èske ou gen gaz souvan?,healthcare
269,en,ht,Do you have heartburn?,Èske ou gen doulè nan lestomak ak pwatrin?,healthcare
270,en,ht,Do you have nausea?,Èske ou gen kè plen?,healthcare
271,en,ht,Do you have vomiting?,Èske ou vomi?,healthcare
272,en,ht,Do you have diarrhea?,Èske ou gen dyare?,healthcare
273,en,ht,Do you have constipation?,Èske ou gen konstipasyon?,healthcare
274,en,ht,Do you take medication for digestive problems?,Èske ou pran medikaman pou pwoblèm dijestif?,healthcare
275,en,ht,Do you have acid reflux?,Èske ou gen reflèks asid?,healthcare
276,en,ht,Do you have food intolerances?,Èske ou gen entolerans manje?,healthcare
277,en,ht,Do you experience bloating after meals?,Èske ou gonfle apre manje?,healthcare
278,en,ht,Do you experience abdominal cramps?,Èske ou gen kranp nan vant?,healthcare
279,en,ht,Do you have blood in your stool?,Èske ou gen san nan poupou?,healthcare
280,en,ht,Do you have hemorrhoids?,Èske ou gen emoroid?,healthcare
281,en,ht,Do you have urinary tract infections?,Èske ou gen enfeksyon nan urin?,healthcare
282,en,ht,Do you have pain when urinating?,Èske ou gen doulè lè w ap pipi?,healthcare
283,en,ht,Do you experience frequent urination?,Èske ou pipi souvan?,healthcare
284,en,ht,Do you wake at night to urinate?,Èske ou leve nan mitan lannwit pou pipi?,healthcare
285,en,ht,Do you experience incontinence?,Èske ou gen pwoblèm kontwòl pipi?,healthcare
286,en,ht,Do you have kidney problems?,Èske ou gen pwoblèm ren?,healthcare
287,en,ht,Do you experience back pain from kidney issues?,Èske ou gen doulè nan do akòz ren?,healthcare
288,en,ht,Do you have blood in urine?,Èske ou gen san nan pipi?,healthcare
289,en,ht,Do you have swelling in your hands or feet?,Èske ou gen anflamasyon nan men oswa pye?,healthcare
290,en,ht,Do you experience pain during sexual intercourse?,Èske ou gen doulè pandan relasyon seksyèl?,healthcare
291,en,ht,Do you have vaginal bleeding?,Èske ou gen senyen nan vajen?,healthcare
292,en,ht,Do you experience abnormal discharge?,Èske ou gen likid etranj?,healthcare
293,en,ht,Do you have itching in genital areas?,Èske ou gen gratèl nan zòn jenital?,healthcare
294,en,ht,Do you have genital sores?,Èske ou gen blesi nan zòn jenital?,healthcare
295,en,ht,Do you have breast lumps?,Èske ou gen boul nan tete?,healthcare
296,en,ht,Do you have nipple pain?,Èske ou gen doulè nan tete?,healthcare
297,en,ht,Do you have hot flashes or night sweats?,Èske ou gen chalè oswa swe nan mitan lannwit?,healthcare
298,en,ht,Do you have mood swings?,Èske ou gen chanjman nan dispoziyon?,healthcare
299,en,ht,Do you have anxiety or panic attacks?,Èske ou gen kriz enkyetid oswa panik?,healthcare
300,en,ht,Do you have depression symptoms?,Èske ou gen sentòm depresyon?,healthcare
301,en,ht,Do you have trouble sleeping?,Èske ou gen pwoblèm dòmi?,healthcare
302,en,ht,Do you wake up feeling tired?,Èske ou leve santi ou fatige?,healthcare
303,en,ht,Do you snore loudly?,Èske ou ronfle fò?,healthcare
304,en,ht,Do you experience night sweats?,Èske ou swe nan mitan lannwit?,healthcare
305,en,ht,Do you have restless legs?,Èske ou gen janm ki pa kalme?,healthcare
306,en,ht,Do you feel anxious frequently?,Èske ou souvan santi ou enkyè?,healthcare
307,en,ht,Do you feel depressed frequently?,Èske ou souvan santi ou tris?,healthcare
308,en,ht,Do you have panic attacks?,Èske ou gen kriz panik?,healthcare
309,en,ht,Do you experience mood swings?,Èske ou gen chanjman nan dispoziyon?,healthcare
310,en,ht,Do you have trouble concentrating?,Èske ou gen difikilte pou konsantre?,healthcare
311,en,ht,Do you experience memory loss?,Èske ou gen pèt memwa?,healthcare
312,en,ht,Do you feel confused sometimes?,Èske ou santi ou konfonn pafwa?,healthcare
313,en,ht,Do you have headaches frequently?,Èske ou gen maltèt souvan?,healthcare
314,en,ht,Do you have migraines?,Èske ou gen migrèn?,healthcare
315,en,ht,Do you experience dizziness?,Èske ou santi tèt ou vire?,healthcare
316,en,ht,Do you faint occasionally?,Èske ou pèdi konesans pafwa?,healthcare
317,en,ht,Do you have seizures?,Èske ou gen kriz konvulsif?,healthcare
318,en,ht,Do you have numbness or tingling?,Èske ou gen pike oswa pipi?,healthcare
319,en,ht,Do you have tremors?,Èske ou gen tranbleman?,healthcare
320,en,ht,Do you have weakness in your limbs?,Èske ou gen feblès nan manm yo?,healthcare
321,en,ht,Do you have coordination problems?,Èske ou gen pwoblèm kowòdinasyon?,healthcare
322,en,ht,Do you have balance issues?,Èske ou gen pwoblèm balans?,healthcare
323,en,ht,Do you have difficulty walking?,Èske ou gen difikilte pou mache?,healthcare
324,en,ht,Do you have muscle pain?,Èske ou gen doulè nan misk?,healthcare
325,en,ht,Do you have joint pain?,Èske ou gen doulè nan jwenti?,healthcare
326,en,ht,Do you have swelling in joints?,Èske ou gen anflamasyon nan jwenti?,healthcare
327,en,ht,Do you have stiffness in joints?,Èske ou gen raide nan jwenti?,healthcare
328,en,ht,Do you have back pain?,Èske ou gen doulè nan do?,healthcare
329,en,ht,Do you have neck pain?,Èske ou gen doulè nan kou?,healthcare
330,en,ht,Do you have leg pain?,Èske ou gen doulè nan janm?,healthcare
331,en,ht,Do you have arm pain?,Èske ou gen doulè nan bra?,healthcare
332,en,ht,Do you experience swelling?,Èske ou gen anflamasyon?,healthcare
333,en,ht,Do you experience redness?,Èske ou wè woujè?,healthcare
334,en,ht,Do you have warmth in a joint?,Èske ou santi chalè nan yon jwenti?,healthcare
335,en,ht,Do you have numbness in hands or feet?,Èske ou gen pèt sansasyon nan men oswa pye?,healthcare
336,en,ht,Do you have neuropathy?,Èske ou gen nevròpati?,healthcare
